"file_in";"ObjAB";"ObjAG";"ObjAGN";"ObjArt";"ObjArtN";"Geometrie";"Feld_in";"Quelle";"Dateiname_out";"Feld_out";"Wert_out";"Prioritaet";"Out_ID1"
"FahrradLeihstation.shp";"POI";5000;"Mobilitaet";"5000_009";"FahrradLeihstation";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"bicycle_rental";1;"OldID_str"
"CarSharingStation.shp";"POI";5000;"Mobilitaet";"5000_010";"CarSharingStation";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"car_sharing";1;"OldID_str"
"Elektroladestation.shp";"POI";5000;"Mobilitaet";"5000_012";"Elektroladestation";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"charging_station";1;"OldID_str"
"wichtigeVerkehrsengstelle.shp";"POI";5000;"Mobilitaet";"5000_005";"wichtigeVerkehrsengstelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"fairy_terminal";1;"OldID_str"
"Tankstelle.shp";"POI";5000;"Mobilitaet";"5000_013";"Tankstelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"fuel";1;"OldID_str"
"PKWParkplatz.shp";"POI";5000;"Mobilitaet";"5000_004";"PKWParkplatz";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"parking";1;"OldID_str"
"PKWParkplatz.shp";"POI";5000;"Mobilitaet";"5000_004";"PKWParkplatz";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"parking_entrance";1;"OldID_str"
"PKWParkplatz.shp";"POI";5000;"Mobilitaet";"5000_004";"PKWParkplatz";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"parking_space";1;"OldID_str"
"Taxistand.shp";"POI";5000;"Mobilitaet";"5000_014";"Taxistand";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"taxi";1;"OldID_str"
"Bank.shp";"POI";7000;"EinkaufenDienstleistung";"7000_002";"Bank";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"atm";1;"OldID_str"
"Bank.shp";"POI";7000;"EinkaufenDienstleistung";"7000_002";"Bank";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"bank";1;"OldID_str"
"Krankenhaus.shp";"POI";2000;"Gesundheit";"2000_003";"Krankenhaus";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"clinic";1;"OldID_str"
"Arzt.shp";"POI";2000;"Gesundheit";"2000_002";"Arzt";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"dentist";1;"OldID_str"
"Arzt.shp";"POI";2000;"Gesundheit";"2000_002";"Arzt";"Point";"Spezi";"OSM";"OSMData_points.shp";"amenity";"";1;"OldID_str"
"Arzt.shp";"POI";2000;"Gesundheit";"2000_002";"Arzt";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"doctors";1;"OldID_str"
"Arzt.shp";"POI";2000;"Gesundheit";"2000_002";"Arzt";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"hospital";1;"OldID_str"
"Pflegeeinrichtung.shp";"POI";2000;"Gesundheit";"2000_004";"Pflegeeinrichtung";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"nursing_home";1;"OldID_str"
"Apotheke.shp";"POI";2000;"Gesundheit";"2000_001";"Apotheke";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"pharmacy";1;"OldID_str"
"Pflegeeinrichtung.shp";"POI";2000;"Gesundheit";"2000_004";"Pflegeeinrichtung";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"social_facility";1;"OldID_str"
"Tierarzt.shp";"POI";7000;"EinkaufenDienstleistung";"7000_014";"Tierarzt";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"veterinary";1;"OldID_str"
"Veranstaltungsort.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_021";"Veranstaltungsort";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"arts_center";1;"OldID_str"
"Rotlicht.shp";"POI";7000;"EinkaufenDienstleistung";"7000_015";"Rotlicht";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"brothel";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"casino";1;"OldID_str"
"Kino.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_009";"Kino";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"cinema";1;"OldID_str"
"Veranstaltungsort.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_021";"Veranstaltungsort";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"community_center";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"gambling";1;"OldID_str"
"Club.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_004";"Club";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"nightclub";1;"OldID_str"
"Verein.shp";"POI";4000;"Soziales";"4000_008";"Verein";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"social_centre";1;"OldID_str"
"Rotlicht.shp";"POI";7000;"EinkaufenDienstleistung";"7000_015";"Rotlicht";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"stripclub";1;"OldID_str"
"Rotlicht.shp";"POI";7000;"EinkaufenDienstleistung";"7000_015";"Rotlicht";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"swingerclub";1;"OldID_str"
"Theater.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_018";"Theater";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"theatre";1;"OldID_str"
"Gotteshaus.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_007";"Gotteshaus";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"crypt";1;"OldID_str"
"Sportstaette.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_017";"Sportstaette";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"dojo";1;"OldID_str"
"Feuerwehr.shp";"POI";1000;"Grundversorgung";"1000_001";"Feuerwehr";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"fire_station";1;"OldID_str"
"Friedhof.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_005";"Friedhof";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"grave_yard";1;"OldID_str"
"Sportstaette.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_017";"Sportstaette";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"gym";1;"OldID_str"
"Wochenmarkt.shp";"POI";7000;"EinkaufenDienstleistung";"7000_010";"Wochenmarkt";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"marketplace";1;"OldID_str"
"Theater.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_018";"Theater";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"place_of_worship";1;"OldID_str"
"Polizei.shp";"POI";1000;"Grundversorgung";"1000_004";"Polizei";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"police";1;"OldID_str"
"Post.shp";"POI";7000;"EinkaufenDienstleistung";"7000_007";"Post";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"post_office";1;"OldID_str"
"Katastrophenschutz.shp";"POI";1000;"Grundversorgung";"1000_003";"Katastrophenschutz";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"rescue_station";1;"OldID_str"
"OeffentlicheToiletten.shp";"POI";7000;"EinkaufenDienstleistung";"7000_017";"OeffentlicheToiletten";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"toiletes";1;"OldID_str"
"Rathaus.shp";"POI";1000;"Grundversorgung";"1000_005";"Rathaus";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"townhall";1;"OldID_str"
"OeffentlicheTrinkwasserstelle.shp";"POI";1000;"Grundversorgung";"1000_007";"OeffentlicheTrinkwasserstelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"watering_place";1;"OldID_str"
"OeffentlicheTrinkwasserstelle.shp";"POI";1000;"Grundversorgung";"1000_007";"OeffentlicheTrinkwasserstelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"water_point";1;"OldID_str"
"Flughafen.shp";"POI";5000;"Mobilitaet";"5000_003";"Flughafen";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"aeroway";"terminal";1;"OldID_str"
"BarKneipe.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_002";"BarKneipe";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"bar";1;"OldID_str"
"BarKneipe.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_002";"BarKneipe";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"biergarten";1;"OldID_str"
"RestaurantCafe.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_012";"RestaurantCafe";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"cafe";1;"OldID_str"
"OeffentlicheTrinkwasserstelle.shp";"POI";1000;"Grundversorgung";"1000_007";"OeffentlicheTrinkwasserstelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"drinking_water";1;"OldID_str"
"RestaurantCafe.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_012";"RestaurantCafe";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"fast_food";1;"OldID_str"
"RestaurantCafe.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_012";"RestaurantCafe";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"food_court";1;"OldID_str"
"RestaurantCafe.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_012";"RestaurantCafe";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"ice_cream";1;"OldID_str"
"BarKneipe.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_002";"BarKneipe";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"pub";1;"OldID_str"
"RestaurantCafe.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_012";"RestaurantCafe";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"restaurant";1;"OldID_str"
"Hochschule.shp";"POI";3000;"BildungBetreuung";"3000_004";"Hochschule";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"college";1;"OldID_str"
"Kindergarten.shp";"POI";3000;"BildungBetreuung";"3000_005";"Kindergarten";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"kindergarten";1;"OldID_str"
"BibliothekBuchhandlung.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_003";"BibliothekBuchhandlung";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"library";1;"OldID_str"
"Schule.shp";"POI";3000;"BildungBetreuung";"3000_003";"Schule";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"school";1;"OldID_str"
"Hochschule.shp";"POI";3000;"BildungBetreuung";"3000_004";"Hochschule";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"university";1;"OldID_str"
"Fahrradparkplatz.shp";"POI";5000;"Mobilitaet";"5000_008";"Fahrradparkplatz";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"bicycle_parking";1;"OldID_str"
"FahrradLeihstation.shp";"POI";5000;"Mobilitaet";"5000_009";"FahrradLeihstation";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"bicycle_rental";1;"OldID_str"
"CarSharingStation.shp";"POI";5000;"Mobilitaet";"5000_010";"CarSharingStation";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"car_sharing";1;"OldID_str"
"Elektroladestation.shp";"POI";5000;"Mobilitaet";"5000_012";"Elektroladestation";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"charging_station";1;"OldID_str"
"wichtigeVerkehrsengstelle.shp";"POI";5000;"Mobilitaet";"5000_005";"wichtigeVerkehrsengstelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"fairy_terminal";1;"OldID_str"
"Tankstelle.shp";"POI";5000;"Mobilitaet";"5000_013";"Tankstelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"fuel";1;"OldID_str"
"PKWParkplatz.shp";"POI";5000;"Mobilitaet";"5000_004";"PKWParkplatz";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"parking";1;"OldID_str"
"PKWParkplatz.shp";"POI";5000;"Mobilitaet";"5000_004";"PKWParkplatz";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"parking_entrance";1;"OldID_str"
"PKWParkplatz.shp";"POI";5000;"Mobilitaet";"5000_004";"PKWParkplatz";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"parking_space";1;"OldID_str"
"Taxistand.shp";"POI";5000;"Mobilitaet";"5000_014";"Taxistand";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"taxi";1;"OldID_str"
"Bank.shp";"POI";7000;"EinkaufenDienstleistung";"7000_002";"Bank";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"atm";1;"OldID_str"
"Bank.shp";"POI";7000;"EinkaufenDienstleistung";"7000_002";"Bank";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"bank";1;"OldID_str"
"Krankenhaus.shp";"POI";2000;"Gesundheit";"2000_003";"Krankenhaus";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"clinic";1;"OldID_str"
"Arzt.shp";"POI";2000;"Gesundheit";"2000_002";"Arzt";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"dentist";1;"OldID_str"
"Arzt.shp";"POI";2000;"Gesundheit";"2000_002";"Arzt";"Point";"Spezi";"OSM";"OSMData_points.shp";"amenity";"";1;"OldID_str"
"Arzt.shp";"POI";2000;"Gesundheit";"2000_002";"Arzt";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"doctors";1;"OldID_str"
"Arzt.shp";"POI";2000;"Gesundheit";"2000_002";"Arzt";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"hospital";1;"OldID_str"
"Pflegeeinrichtung.shp";"POI";2000;"Gesundheit";"2000_004";"Pflegeeinrichtung";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"nursing_home";1;"OldID_str"
"Apotheke.shp";"POI";2000;"Gesundheit";"2000_001";"Apotheke";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"pharmacy";1;"OldID_str"
"Pflegeeinrichtung.shp";"POI";2000;"Gesundheit";"2000_004";"Pflegeeinrichtung";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"social_facility";1;"OldID_str"
"Tierarzt.shp";"POI";7000;"EinkaufenDienstleistung";"7000_014";"Tierarzt";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"veterinary";1;"OldID_str"
"Veranstaltungsort.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_021";"Veranstaltungsort";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"arts_center";1;"OldID_str"
"Rotlicht.shp";"POI";7000;"EinkaufenDienstleistung";"7000_015";"Rotlicht";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"brothel";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"casino";1;"OldID_str"
"Kino.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_009";"Kino";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"cinema";1;"OldID_str"
"Veranstaltungsort.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_021";"Veranstaltungsort";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"community_center";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"gambling";1;"OldID_str"
"Club.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_004";"Club";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"nightclub";1;"OldID_str"
"Verein.shp";"POI";4000;"Soziales";"4000_008";"Verein";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"social_centre";1;"OldID_str"
"Rotlicht.shp";"POI";7000;"EinkaufenDienstleistung";"7000_015";"Rotlicht";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"stripclub";1;"OldID_str"
"Rotlicht.shp";"POI";7000;"EinkaufenDienstleistung";"7000_015";"Rotlicht";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"swingerclub";1;"OldID_str"
"Theater.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_018";"Theater";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"theatre";1;"OldID_str"
"Gotteshaus.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_007";"Gotteshaus";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"crypt";1;"OldID_str"
"Sportstaette.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_017";"Sportstaette";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"dojo";1;"OldID_str"
"Feuerwehr.shp";"POI";1000;"Grundversorgung";"1000_001";"Feuerwehr";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"fire_station";1;"OldID_str"
"Friedhof.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_005";"Friedhof";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"grave_yard";1;"OldID_str"
"Sportstaette.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_017";"Sportstaette";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"gym";1;"OldID_str"
"Wochenmarkt.shp";"POI";7000;"EinkaufenDienstleistung";"7000_010";"Wochenmarkt";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"marketplace";1;"OldID_str"
"Theater.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_018";"Theater";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"place_of_worship";1;"OldID_str"
"Polizei.shp";"POI";1000;"Grundversorgung";"1000_004";"Polizei";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"police";1;"OldID_str"
"Post.shp";"POI";7000;"EinkaufenDienstleistung";"7000_007";"Post";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"post_office";1;"OldID_str"
"Katastrophenschutz.shp";"POI";1000;"Grundversorgung";"1000_003";"Katastrophenschutz";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"rescue_station";1;"OldID_str"
"OeffentlicheToiletten.shp";"POI";7000;"EinkaufenDienstleistung";"7000_017";"OeffentlicheToiletten";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"toiletes";1;"OldID_str"
"Rathaus.shp";"POI";1000;"Grundversorgung";"1000_005";"Rathaus";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"townhall";1;"OldID_str"
"OeffentlicheTrinkwasserstelle.shp";"POI";1000;"Grundversorgung";"1000_007";"OeffentlicheTrinkwasserstelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"watering_place";1;"OldID_str"
"OeffentlicheTrinkwasserstelle.shp";"POI";1000;"Grundversorgung";"1000_007";"OeffentlicheTrinkwasserstelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"amenity";"water_point";1;"OldID_str"
"Bushaltestelle.shp";"POI";5000;"Mobilitaet";"5000_006";"Bushaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"highway";"bus_stop";1;"OldID_str"
"Bushaltestelle.shp";"POI";5000;"Mobilitaet";"5000_006";"Bushaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"osm_public";"stop_position";1;"OldID_str"
"Bushaltestelle.shp";"POI";5000;"Mobilitaet";"5000_006";"Bushaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"osm_public";"platform";1;"OldID_str"
"Bushaltestelle.shp";"POI";5000;"Mobilitaet";"5000_006";"Bushaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"osm_public";"stop_area";1;"OldID_str"
"UBahnTramHaltestelle.shp";"POI";5000;"Mobilitaet";"5000_007";"UBahnTramHaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"railway";"tram_stop";1;"OldID_str"
"UBahnTramHaltestelle.shp";"POI";5000;"Mobilitaet";"5000_007";"UBahnTramHaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"railway";"subway_entrance";1;"OldID_str"
"Bushaltestelle.shp";"POI";5000;"Mobilitaet";"5000_006";"Bushaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"highway";"bus_stop";1;"OldID_str"
"Bushaltestelle.shp";"POI";5000;"Mobilitaet";"5000_006";"Bushaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"osm_public";"stop_position";1;"OldID_str"
"Bushaltestelle.shp";"POI";5000;"Mobilitaet";"5000_006";"Bushaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"osm_public";"platform";1;"OldID_str"
"Bushaltestelle.shp";"POI";5000;"Mobilitaet";"5000_006";"Bushaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"osm_public";"stop_area";1;"OldID_str"
"UBahnTramHaltestelle.shp";"POI";5000;"Mobilitaet";"5000_007";"UBahnTramHaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"railway";"tram_stop";1;"OldID_str"
"UBahnTramHaltestelle.shp";"POI";5000;"Mobilitaet";"5000_007";"UBahnTramHaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"railway";"subway_entrance";1;"OldID_str"
"Bushaltestelle.shp";"POI";5000;"Mobilitaet";"5000_006";"Bushaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"highway";"bus_stop";1;"OldID_str"
"Bushaltestelle.shp";"POI";5000;"Mobilitaet";"5000_006";"Bushaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"osm_public";"stop_position";1;"OldID_str"
"Bushaltestelle.shp";"POI";5000;"Mobilitaet";"5000_006";"Bushaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"osm_public";"platform";1;"OldID_str"
"Bushaltestelle.shp";"POI";5000;"Mobilitaet";"5000_006";"Bushaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"osm_public";"stop_area";1;"OldID_str"
"UBahnTramHaltestelle.shp";"POI";5000;"Mobilitaet";"5000_007";"UBahnTramHaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"railway";"tram_stop";1;"OldID_str"
"UBahnTramHaltestelle.shp";"POI";5000;"Mobilitaet";"5000_007";"UBahnTramHaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"railway";"subway_entrance";1;"OldID_str"
"Bushaltestelle.shp";"POI";5000;"Mobilitaet";"5000_006";"Bushaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"highway";"bus_stop";1;"OldID_str"
"Bushaltestelle.shp";"POI";5000;"Mobilitaet";"5000_006";"Bushaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"osm_public";"stop_position";1;"OldID_str"
"Bushaltestelle.shp";"POI";5000;"Mobilitaet";"5000_006";"Bushaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"osm_public";"platform";1;"OldID_str"
"Bushaltestelle.shp";"POI";5000;"Mobilitaet";"5000_006";"Bushaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"osm_public";"stop_area";1;"OldID_str"
"UBahnTramHaltestelle.shp";"POI";5000;"Mobilitaet";"5000_007";"UBahnTramHaltestelle";"Point";"nurGeometrie";"OSM";"OSMData_points.shp";"railway";"tram_stop";1;"OldID_str"
